ID,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
5309,SDR,SandRidge Mississippian Trust II,1.48,$73.59M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdr
5310,PER,SandRidge Permian Trust,3.2,$168M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/per
5311,SAND          ,Sandstorm Gold Ltd,4.54,$689.77M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sand
5312,SASR,"Sandy Spring Bancorp, Inc.",43.47,$1.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
5313,SGMO,"Sangamo Therapeutics, Inc.",4,$282.5M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
5314,SANM,Sanmina Corporation,40.4,$3B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
5315,GCVRZ,Sanofi,0.435,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
5316,SNY,Sanofi,42.7,$109.92B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny
5317,SC,Santander Consumer USA Holdings Inc.,14.62,$5.24B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc
5318,SOV^C,"Santander Holdings USA, Inc.",26.1217,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c
5319,SAP,SAP SE,93.37,$114.71B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
5320,SPNS,Sapiens International Corporation N.V.,15.01,$733.41M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
5321,SAB,Saratoga Investment Corp,25.875,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/sab
5322,SAR,Saratoga Investment Corp,22.85,$131.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar
5323,SRPT,"Sarepta Therapeutics, Inc.",32.02,$1.75B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
5324,SSL,Sasol Ltd.,28.46,$18.62B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl
5325,BFS,"Saul Centers, Inc.",64.98,$1.39B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs
5326,BFS^C,"Saul Centers, Inc.",25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
5327,SBFG,"SB Financial Group, Inc.",18.01,$87.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
5328,SBFGP,"SB Financial Group, Inc.",18.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
5329,SBAC,SBA Communications Corporation,111.16,$13.79B,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbac
5330,SCG,Scana Corporation,68.92,$9.85B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
5331,SCSC,"ScanSource, Inc.",41.8,$1.06B,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
5332,SLB,Schlumberger N.V.,80.15,$111.74B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb
5333,SMIT,"Schmitt Industries, Inc.",1.65,$4.94M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
5334,SCHN,"Schnitzer Steel Industries, Inc.",24.25,$654.83M,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
5335,SCHL,Scholastic Corporation,46.24,$1.59B,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
5336,SWM,"Schweitzer-Mauduit International, Inc.",41.6,$1.27B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm
5337,SCLN,"SciClone Pharmaceuticals, Inc.",9.65,$492.67M,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
5338,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,88.96,$3.9B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
5339,SGMS,Scientific Games Corp,20.45,$1.79B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
5340,SALT,Scorpio Bulkers Inc.,7.55,$568.51M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt
5341,SLTB,Scorpio Bulkers Inc.,23.7759,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sltb
5342,SBNA,Scorpio Tankers Inc.,24.49,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbna
5343,SBNB,Scorpio Tankers Inc.,25.4399,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbnb
5344,STNG,Scorpio Tankers Inc.,4.12,$719.47M,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng
5345,SMG,Scotts Miracle-Gro Company (The),90.98,$5.44B,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg
5346,SNI,"Scripps Networks Interactive, Inc",80.76,$10.43B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
5347,LBF,"Scudder Global High Income Fund, Inc.",8.54,$55.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbf
5348,KMM,Scudder Multi-Market Income Trust,8.72,$195.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm
5349,KTF,Scudder Municiple Income Trust,13.43,$529.1M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ktf
5350,KST,Scudder Strategic Income Trust,12.23,$53.3M,1994,n/a,n/a,http://www.nasdaq.com/symbol/kst
5351,KSM,Scudder Strategic Municiple Income Trust,12.8,$143.23M,1989,n/a,n/a,http://www.nasdaq.com/symbol/ksm
5352,SCYX,"SCYNEXIS, Inc.",3.4,$81.57M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
5353,SEB,Seaboard Corporation,3955,$4.63B,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb
5354,SA,"Seabridge Gold, Inc.",11.35,$616.55M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa
5355,SEAC,"SeaChange International, Inc.",2.53,$89.07M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
5356,SBCF,Seacoast Banking Corporation of Florida,23.75,$902.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
5357,CKH,"SEACOR Holdings, Inc.",69.97,$1.21B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh
5358,SDRL,Seadrill Limited,1.98,$998.8M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdrl
5359,SDLP,Seadrill Partners LLC,5.01,$460.03M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdlp
5360,STX,Seagate Technology PLC,47.75,$14.09B,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
5361,SEE,Sealed Air Corporation,47.26,$9.14B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see
5362,SHIP,Seanergy Maritime Holdings Corp,1,$32M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
5363,SHIPW,Seanergy Maritime Holdings Corp,0.2,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/shipw
5364,SRSC,Sears Canada Inc. ,1.3965,$142.27M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc
5365,SHLD,Sears Holdings Corporation,7.74,$828.44M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
5366,SHLDW,Sears Holdings Corporation,3.25,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
5367,SHOS,"Sears Hometown and Outlet Stores, Inc.",3.55,$80.64M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
5368,SSW,Seaspan Corporation,7.78,$822.13M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw
5369,SSW^D,Seaspan Corporation,20.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d
5370,SSW^E,Seaspan Corporation,21.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e
5371,SSW^G,Seaspan Corporation,20.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^g
5372,SSW^H,Seaspan Corporation,20.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^h
5373,SSWN,Seaspan Corporation,25.36,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswn
5374,SPNE,SeaSpine Holdings Corporation,7.04,$78.89M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
5375,SGEN,"Seattle Genetics, Inc.",62.73,$8.94B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
5376,SEAS,"SeaWorld Entertainment, Inc.",18.62,$1.66B,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
5377,EYES,"Second Sight Medical Products, Inc.",1.68,$70.97M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
5378,SCWX,SecureWorks Corp.,10.32,$832.53M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
5379,SNFCA,Security National Financial Corporation,6.9,$107.67M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
5380,SEIC,SEI Investments Company,50.94,$8.1B,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
5381,JBN,Select Asset Inc.,16.22,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
5382,JBR,Select Asset Inc.,16.61,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
5383,SLCT,"Select Bancorp, Inc.",10.88,$126.7M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
5384,SCSS,Select Comfort Corporation,23.26,$1.01B,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
5385,SIR,Select Income REIT,26.26,$2.35B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
5386,SEM,Select Medical Holdings Corporation,14.15,$1.87B,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
5387,SELB,"Selecta Biosciences, Inc.",12.39,$225.38M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
5388,SGZA,"Selective Insurance Group, Inc.",24.97,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
5389,SIGI,"Selective Insurance Group, Inc.",44.05,$2.55B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
5390,SEMG,Semgroup Corporation,36.25,$2.4B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
5391,SMI,Semiconductor  Manufacturing International Corporation,6.68,$5.65B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
5392,LEDS,SemiLEDS Corporation,3.09,$10.88M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
5393,SRE,Sempra Energy,109.09,$27.28B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
5394,SMTC,Semtech Corporation,34.4,$2.26B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
5395,SENEA,Seneca Foods Corp.,37.95,$370.35M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
5396,SENEB,Seneca Foods Corp.,39.5,$385.48M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
5397,SNES,"SenesTech, Inc.",8.11,$82.14M,2016,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
5398,SNH,Senior Housing Properties Trust,20.2,$4.8B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
5399,SNHNI,Senior Housing Properties Trust,23.65,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhni
5400,SNHNL,Senior Housing Properties Trust,25.71,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhnl
5401,SNMX,"Senomyx, Inc.",1.01,$45.45M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
5402,ST,Sensata Technologies Holding N.V.,41.28,$7.05B,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
5403,SENS,"Senseonics Holdings, Inc.",2.32,$216.67M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sens
5404,SXT,Sensient Technologies Corporation,80.29,$3.58B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
5405,SRTS,"Sensus Healthcare, Inc.",4.5737,$61.96M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
5406,SRTSW,"Sensus Healthcare, Inc.",0.62,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
5407,SQNS,Sequans Communications S.A.,2.94,$220.28M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
5408,SQBG,"Sequential Brands Group, Inc.",4.11,$256.77M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
5409,MCRB,"Seres Therapeutics, Inc.",9.09,$366.83M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
5410,SRG,Seritage Growth Properties,47.22,$1.57B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
5411,SCI,Service Corporation International,31.21,$5.87B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
5412,SERV,"ServiceMaster Global Holdings, Inc.",39.91,$5.38B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
5413,NOW,"ServiceNow, Inc.",91.82,$15.24B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
5414,SREV,"ServiceSource International, Inc.",4.01,$348.61M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
5415,SFBS,"ServisFirst Bancshares, Inc.",42.02,$2.21B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
5416,SVT,"Servotronics, Inc.",10.575,$26.09M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt
5417,SEV,"Sevcon, Inc.",14.34,$76.6M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
5418,SVBI,Severn Bancorp Inc,7.15,$86.55M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
5419,SGOC,"SGOCO Group, Ltd",3.4,$31.92M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
5420,SHAK,"Shake Shack, Inc.",35.92,$1.31B,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
5421,SMED,Sharps Compliance Corp,4.62,$73.86M,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
5422,SHSP,"SharpSpring, Inc.",5.4401,$45.47M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shsp
5423,SJR,Shaw Communications Inc.,21.22,$9.91B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
5424,SHLX,"Shell Midstream Partners, L.P.",32.5,$5.76B,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
5425,SHEN,Shenandoah Telecommunications Co,29.1,$1.42B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
5426,SHW,Sherwin-Williams Company (The),312.65,$29.05B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
5427,SHLO,"Shiloh Industries, Inc.",15.1,$269M,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
5428,TYHT,"Shineco, Inc.",3.98,$83.72M,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/tyht
5429,SHG,Shinhan Financial Group Co Ltd,41.28,$19.57B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
5430,SFL,Ship Finance International Limited,14.55,$1.36B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
5431,SHPG,Shire plc,181.29,$54.67B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
5432,SCVL,"Shoe Carnival, Inc.",25.84,$476.04M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
5433,SHOP,Shopify Inc.,61.75,$4.76B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
5434,SHBI,Shore Bancshares Inc,17.42,$220.62M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
5435,SHOR,"ShoreTel, Inc.",6.75,$460.32M,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
5436,SFLY,"Shutterfly, Inc.",45.95,$1.55B,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
5437,SSTK,"Shutterstock, Inc.",51.63,$1.81B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
5438,SIFI,"SI Financial Group, Inc.",14.8,$180.71M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
5439,SBGL,Sibanye Gold Limited,8.54,$1.96B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
5440,SIEB,Siebert Financial Corp.,2.62,$57.87M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
5441,SIEN,"Sientra, Inc.",9.78,$181.85M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
5442,BSRR,Sierra Bancorp,28.72,$395.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
5443,SRRA,"Sierra Oncology, Inc.",1.46,$44.34M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srra
5444,SWIR,"Sierra Wireless, Inc.",27.15,$865M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
5445,SIF,"SIFCO Industries, Inc.",9.25,$51.14M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif
5446,SIFY,Sify Technologies Limited,0.88,$157.11M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
5447,SIGM,"Sigma Designs, Inc.",6.2,$234.49M,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
5448,SGLB,"Sigma Labs, Inc.",3.45,$10.81M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglb
5449,SGLBW,"Sigma Labs, Inc.",1.25,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglbw
5450,SGMA,"SigmaTron International, Inc.",4.2567,$17.82M,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
5451,SBNY,Signature Bank,156.92,$8.57B,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
5452,SBNYW,Signature Bank,120,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
5453,SIG,Signet Jewelers Limited,73.8,$5.14B,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
5454,SLGN,Silgan Holdings Inc.,59.56,$3.28B,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
5455,SILC,Silicom Ltd,38.29,$281.3M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
5456,SLAB,"Silicon Laboratories, Inc.",72.5,$3.04B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
5457,SIMO,Silicon Motion Technology Corporation,41.03,$1.43B,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
5458,SPIL,"Siliconware Precision Industries Company, Ltd.",7.85,$4.89B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
5459,SBY,Silver Bay Realty Trust Corp.,18.01,$637.19M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sby
5460,SSNI,"Silver Spring Networks, Inc.",12.79,$663.73M,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
5461,SSRI,Silver Standard Resources Inc.,11.53,$1.38B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri
5462,SLW,Silver Wheaton Corp,21.15,$9.34B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/slw
5463,SAMG,Silvercrest Asset Management Group Inc.,13.9,$179.87M,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
5464,SFNC,Simmons First National Corporation,58.65,$1.84B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc
5465,SPG,"Simon Property Group, Inc.",184.29,$57.91B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
5466,SPG^J,"Simon Property Group, Inc.",66.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
5467,SSD,"Simpson Manufacturing Company, Inc.",43.14,$2.05B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
5468,SLP,"Simulations Plus, Inc.",10,$172.31M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
5469,SINA,Sina Corporation,71.92,$5.1B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
5470,SBGI,"Sinclair Broadcast Group, Inc.",40.3,$3.65B,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
5471,SINO,"Sino-Global Shipping America, Ltd.",2.68,$22.39M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino
5472,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",61.74,$6.67B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
5473,SVA,"Sinovac Biotech, Ltd.",5.68,$323.23M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva
5474,SIRI,Sirius XM Holdings Inc.,5.12,$24.14B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri
5475,SITE,"SiteOne Landscape Supply, Inc.",39.29,$1.55B,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site
5476,SITO,"SITO Mobile, Ltd.",2.12,$43.84M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sito
5477,SIX,Six Flags Entertainment Corporation New,59.34,$5.46B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
5478,SJW,SJW Group,48.31,$988.24M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
