ID,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
202,ATI,Allegheny Technologies Incorporated,19.26,$2.1B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati
203,ABTX,"Allegiance Bancshares, Inc.",36.65,$472.97M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx
204,ALGT,Allegiant Travel Company,173.55,$2.87B,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt
205,ALLE,Allegion plc,73.95,$7.06B,2013,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle
206,AGN,Allergan plc.,245.37,$92B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn
207,AGN^A,Allergan plc.,857.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a
208,ALE,"Allete, Inc.",67.13,$3.36B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale
209,AKP,Alliance California Municipal Income Fund Inc,13.42,$114.8M,2002,n/a,n/a,http://www.nasdaq.com/symbol/akp
210,ADS,Alliance Data Systems Corporation,244.81,$14.14B,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads
211,AIQ,"Alliance HealthCare Services, Inc.",10.4,$111.68M,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq
212,AHGP,"Alliance Holdings GP, L.P.",29.43,$1.76B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
213,AMMA,"Alliance MMA, Inc.",3,$27.07M,2016,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/amma
214,AFB,Alliance National Municipal Income Fund Inc,13.5,$388.06M,2002,n/a,n/a,http://www.nasdaq.com/symbol/afb
215,AOI,"Alliance One International, Inc.",13.75,$133.85M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi
216,ARLP,"Alliance Resource Partners, L.P.",23.5,$1.75B,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
217,AWF,Alliance World Dollar Government Fund II,12.82,$1.11B,1993,n/a,n/a,http://www.nasdaq.com/symbol/awf
218,AB,AllianceBernstein Holding L.P.,23.7,$2.29B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab
219,LNT,Alliant Energy Corporation,39.52,$8.99B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt
220,NCV,AllianzGI Convertible & Income Fund,6.89,$607.6M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncv
221,NCZ,AllianzGI Convertible & Income Fund II,6.16,$458.49M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncz
222,ACV,AllianzGI Diversified Income & Convertible Fund,20.44,$210.02M,2015,n/a,n/a,http://www.nasdaq.com/symbol/acv
223,NIE,AllianzGI Equity & Convertible Income Fund,19.55,$541.71M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nie
224,NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.16,$1.25B,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj
225,AHPI,"Allied Healthcare Products, Inc.",2.05,$8.23M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
226,AMOT,"Allied Motion Technologies, Inc.",24.35,$228.19M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
227,AWH,"Allied World Assurance Company Holdings, AG",52.96,$4.61B,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/awh
228,ALQA,"Alliqua BioMedical, Inc.",0.462,$13.71M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa
229,ALSN,"Allison Transmission Holdings, Inc.",36.79,$6.08B,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn
230,ALLT,Allot Communications Ltd.,4.89,$163.55M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt
231,MDRX,"Allscripts Healthcare Solutions, Inc.",12.05,$2.23B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdrx
232,ALL,Allstate Corporation (The),80.91,$29.54B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all
233,ALL^A,Allstate Corporation (The),25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a
234,ALL^B,Allstate Corporation (The),26.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b
235,ALL^C,Allstate Corporation (The),26.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c
236,ALL^D,Allstate Corporation (The),27.1044,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d
237,ALL^E,Allstate Corporation (The),26.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e
238,ALL^F,Allstate Corporation (The),26.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f
239,ALLY,Ally Financial Inc.,22.77,$10.63B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally
240,ALLY^A,Ally Financial Inc.,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a
241,AAU,"Almaden Minerals, Ltd.",1.17,$105.36M,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aau
242,AFAM,Almost Family Inc,49.5,$515.41M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam
243,ALNY,"Alnylam Pharmaceuticals, Inc.",46.62,$4.01B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
244,ALJ,"Alon USA Energy, Inc.",11.65,$834.04M,2005,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj
245,ALDW,"Alon USA Partners, LP",9.59,$599.57M,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw
246,AOSL,Alpha and Omega Semiconductor Limited,20.66,$487.7M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl
247,APT,"Alpha Pro Tech, Ltd.",3.1,$50.53M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/apt
248,GOOG,Alphabet Inc.,828.64,$572.94B,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
249,GOOGL,Alphabet Inc.,847.81,$586.19B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
250,SMCP,AlphaMark Actively Managed Small Cap ETF,23.7,$26.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/smcp
251,ATEC,"Alphatec Holdings, Inc.",3.55,$32.02M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
252,AGD,Alpine Global Dynamic Dividend Fund,9.58,$120.22M,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd
253,AWP,Alpine Global Premier Properties Fund,5.6,$478.28M,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp
254,AOD,Alpine Total Dynamic Dividend Fund,8.2,$882.27M,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod
255,SWIN,ALPS/Dorsey Wright Sector Momentum ETF,26.2,$2.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swin
256,AAMC,Altisource Asset Management Corp,70.55,$104.39M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/aamc
257,ASPS,Altisource Portfolio Solutions S.A.,22.25,$417.71M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
258,RESI,Altisource Residential Corporation,12.75,$686.84M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi
259,AIMC,Altra Industrial Motion Corp.,39.25,$1.02B,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc
260,MO,Altria Group,74.43,$144.56B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo
261,ACH,Aluminum Corporation of China Limited,12.55,$7.48B,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach
262,AMAG,"AMAG Pharmaceuticals, Inc.",23.3,$800.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
263,AMRN,Amarin Corporation plc,3.32,$896.24M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn
264,AMRK,"A-Mark Precious Metals, Inc.",19.22,$135.14M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk
265,AYA,Amaya Inc.,14.6,$2.13B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya
266,AMZN,"Amazon.com, Inc.",845.24,$403.32B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn
267,AMBC,"Ambac Financial Group, Inc.",21.96,$990.87M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc
268,AMBCW,"Ambac Financial Group, Inc.",12.25,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
269,AMBA,"Ambarella, Inc.",58.73,$1.94B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba
270,AMBR,"Amber Road, Inc.",7.85,$211.37M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr
271,ABEV,Ambev S.A.,5.71,$89.75B,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev
272,AMC,"AMC Entertainment Holdings, Inc.",31.4,$4.1B,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc
273,AMCX,AMC Networks Inc.,60.95,$4.29B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
274,DIT,AMCON Distributing Company,99.7,$67.69M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dit
275,DOX,Amdocs Limited,60.76,$8.91B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
276,AMFW,Amec Plc Ord,5.39,$2.12B,2014,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/amfw
277,AMDA,Amedica Corporation,0.385,$13.96M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda
278,AMED,Amedisys Inc,48.4,$1.62B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed
279,UHAL,Amerco,384.19,$7.53B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
280,AEE,Ameren Corporation,54.58,$13.24B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee
281,AMRC,"Ameresco, Inc.",5,$229.25M,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc
282,ATAX,"America First Multifamily Investors, L.P.",5.75,$346.45M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
283,AMOV,"America Movil, S.A.B. de C.V.",12.33,$40.42B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
284,AMX,"America Movil, S.A.B. de C.V.",12.67,$41.53B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx
285,AAL,"American Airlines Group, Inc.",46.28,$23.48B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
286,AAT,"American Assets Trust, Inc.",44.13,$2.05B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat
287,AXL,"American Axle & Manufacturing Holdings, Inc.",19.67,$1.5B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl
288,ACC,American Campus Communities Inc,51.43,$6.79B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc
289,ACSF,"American Capital Senior Floating, Ltd.",12.95,$129.5M,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf
290,ADGE,American DG Energy Inc.,0.3315,$16.8M,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/adge
291,AEO,"American Eagle Outfitters, Inc.",15.25,$2.77B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo
292,AEP,"American Electric Power Company, Inc.",67.15,$33.02B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep
293,AETI,"American Electric Technologies, Inc.",1.95,$16.26M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti
294,AEL,American Equity Investment Life Holding Company,26.73,$2.35B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael
295,AXP,American Express Company,79.76,$71.89B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp
296,AFA,"American Financial Group, Inc.",25.3399,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa
297,AFG,"American Financial Group, Inc.",94.23,$8.18B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg
298,AFGE,"American Financial Group, Inc.",26.08,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge
299,AFGH,"American Financial Group, Inc.",26.01,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh
300,AFW,"American Financial Group, Inc.",25.51,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw
301,AMH,American Homes 4 Rent,23.65,$5.64B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh
302,AMH^A,American Homes 4 Rent,28.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh^a
303,AMH^B,American Homes 4 Rent,28.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^b
304,AMH^C,American Homes 4 Rent,27.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^c
305,AMH^D,American Homes 4 Rent,25.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^d
306,AMH^E,American Homes 4 Rent,25.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^e
307,AIG,"American International Group, Inc.",63.63,$62.16B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig
308,AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws
309,ALN,American Lorain Corporation,0.59,$22.58M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/aln
310,AMID,"American Midstream Partners, LP",15.7,$511.62M,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid
311,AMNB,"American National Bankshares, Inc.",36.7,$316.28M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
312,ANAT,American National Insurance Company,121.54,$3.27B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
313,AOBC,American Outdoor Brands Corporation,19.45,$1.1B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aobc
314,APEI,"American Public Education, Inc.",24.3,$391.13M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei
315,ARII,"American Railcar Industries, Inc.",48.6,$940.99M,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii
316,ARL,"American Realty Investors, Inc.",7.23,$112.17M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
317,ARA,"American Renal Associates Holdings, Inc",22.93,$707.8M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara
318,AMRB,American River Bankshares,15.03,$100.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb
319,AMS,American Shared Hospital Services,4.1,$22.01M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ams
320,AMSWA,"American Software, Inc.",10.73,$313.79M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
321,AWR,American States Water Company,44.89,$1.64B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr
322,AMSC,American Superconductor Corporation,6.35,$90.3M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc
323,AMT,American Tower Corporation (REIT),112.89,$48.19B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt
324,AMT^A,American Tower Corporation (REIT),106.8101,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^a
325,AMT^B,American Tower Corporation (REIT),106.7499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b
326,AVD,American Vanguard Corporation,16.7,$490.31M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd
327,AWK,American Water Works,76.3,$13.6B,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk
328,AMWD,American Woodmark Corporation,80.95,$1.32B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd
329,CRMT,"America&#39;s Car-Mart, Inc.",31.85,$251.66M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
330,USAS,Americas Silver Corporation,3.55,$140.44M,2017,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/usas
331,APU,"AmeriGas Partners, L.P.",47.14,$4.38B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu
332,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",129.83,$20.1B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
333,ABCB,Ameris Bancorp,48.75,$1.7B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb
334,AMSF,"AMERISAFE, Inc.",65.7,$1.26B,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf
335,ASRV,AmeriServ Financial Inc.,3.85,$72.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
336,ASRVP,AmeriServ Financial Inc.,26.47,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
337,ABC,AmerisourceBergen Corporation (Holding Co),92.16,$20.02B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc
338,ATLO,Ames National Corporation,32.3,$300.74M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
339,AMGN,Amgen Inc.,174.56,$128.56B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn
340,FOLD,"Amicus Therapeutics, Inc.",5.96,$850.44M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold
341,ANFI,Amira Nature Foods Ltd,5.46,$162.92M,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi
342,AMKR,"Amkor Technology, Inc.",10.13,$2.41B,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr
343,AMN,AMN Healthcare Services Inc,41.8,$1.99B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn
344,AP,Ampco-Pittsburgh Corporation,14.9,$182.83M,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap
345,AMPH,"Amphastar Pharmaceuticals, Inc.",15.19,$699.1M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph
346,APH,Amphenol Corporation,70.18,$21.59B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph
347,AMPE,"Ampio Pharmaceuticals, Inc.",0.8001,$45.75M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ampe
348,IBUY,Amplify Online Retail ETF,28.9087,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy
349,BETR,"Amplify Snack Brands, inc.",10.26,$787.81M,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr
350,APHB,AmpliPhi Biosciences Corporation,0.4825,$7.96M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aphb
351,AXR,AMREP Corporation,5.94,$47.98M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr
352,ASYS,"Amtech Systems, Inc.",6.48,$85.4M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
353,AME,"AMTEK, Inc.",54.63,$12.64B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame
354,AFSI,"AmTrust Financial Services, Inc.",27.66,$4.71B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
355,AFSI^A,"AmTrust Financial Services, Inc.",25.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a
356,AFSI^B,"AmTrust Financial Services, Inc.",25.8087,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b
357,AFSI^C,"AmTrust Financial Services, Inc.",26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c
358,AFSI^D,"AmTrust Financial Services, Inc.",26.0372,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d
359,AFSI^E,"AmTrust Financial Services, Inc.",26.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e
360,AFSI^F,"AmTrust Financial Services, Inc.",25.0468,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f
361,AFSS,"AmTrust Financial Services, Inc.",26.2252,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss
362,AFST,"AmTrust Financial Services, Inc.",26.46,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst
363,AMRS,"Amyris, Inc.",0.5221,$137.32M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs
364,AEUA,Anadarko Petroleum Corporation,44.59,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua
365,APC,Anadarko Petroleum Corporation,64.77,$36.21B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc
366,ADI,"Analog Devices, Inc.",81.68,$25.26B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi
367,ALOG,Analogic Corporation,81.7,$1.02B,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog
368,ANAB,"AnaptysBio, Inc.",24.6,$612.77M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anab
369,AVXL,Anavex Life Sciences Corp.,5.67,$232.89M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl
370,ANCB,Anchor Bancorp,26.35,$66M,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb
371,ANDA,Andina Acquisition Corp. II,10.01,$53.15M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda
372,ANDAR,Andina Acquisition Corp. II,0.6499,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar
